Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,RoomDensity,SaleYear,SaleMonth
watsonia,5 sarong st,3,h,600000.0,sp,barry,2016-04-06,14.9,3087.0,3.0,1.0,1.0,605.0,129.0,1970.0,banyule,-37.7166,145.0837,northern metropolitan,2329.0,55.0,0.0049504950495049506,2016.0,4.0
watsonia,2/21 high st,3,h,690000.0,s,buckingham,2016-06-08,14.9,3087.0,3.0,2.0,1.0,308.0,129.0,2015.0,banyule,-37.7078,145.0807,northern metropolitan,2329.0,10.0,0.009708737864077669,2016.0,6.0
watsonia,1/42 wattle dr,3,h,582000.0,s,ken,2016-08-10,14.9,3087.0,3.0,1.0,0.0,302.0,90.0,1950.0,banyule,-37.7163,145.0768,northern metropolitan,2329.0,75.0,0.009900990099009901,2016.0,8.0
watsonia,7 french ct,3,h,740000.0,s,buckingham,2016-10-09,14.9,3087.0,3.0,1.0,1.0,591.0,104.0,1960.0,banyule,-37.7135,145.0783,northern metropolitan,2329.0,65.0,0.005067567567567568,2016.0,10.0
watsonia,56 frensham rd,3,h,671000.0,s,barry,2016-12-11,14.9,3087.0,3.0,2.0,2.0,280.0,163.0,2002.0,banyule,-37.7153,145.0854,northern metropolitan,2329.0,23.0,0.010676156583629894,2016.0,12.0
watsonia,1 meagher st,3,h,741000.0,sp,buckingham,2016-12-11,14.9,3087.0,3.0,1.0,1.0,671.0,103.0,1960.0,banyule,-37.7072,145.0855,northern metropolitan,2329.0,65.0,0.004464285714285714,2016.0,12.0
watsonia,18 temby st,4,h,706000.0,s,ray,2016-12-11,14.9,3087.0,4.0,1.0,2.0,581.0,126.0,1970.0,banyule,-37.7094,145.0877,northern metropolitan,2329.0,55.0,0.006872852233676976,2016.0,12.0
watsonia,2 thompson st,3,h,725000.0,s,buckingham,2016-12-11,14.9,3087.0,3.0,1.0,1.0,545.0,126.0,1970.0,banyule,-37.7088,145.0893,northern metropolitan,2329.0,55.0,0.005494505494505495,2016.0,12.0
watsonia,45 grace st,3,h,808000.0,s,darren,,14.9,3087.0,3.0,2.0,2.0,265.0,260.0,1970.0,banyule,-37.7101,145.0785,northern metropolitan,2329.0,55.0,0.011278195488721804,,
watsonia,4 ananda ct,3,h,711000.0,s,barry,,14.9,3087.0,3.0,1.0,2.0,658.0,126.0,1970.0,banyule,-37.7147,145.0752,northern metropolitan,2329.0,55.0,0.004552352048558422,,
watsonia,1/18 leafield st,3,u,537000.0,s,barry,,14.9,3087.0,3.0,1.0,2.0,327.0,95.0,1960.0,banyule,-37.7125,145.0768,northern metropolitan,2329.0,65.0,0.009146341463414634,,
watsonia,3 tennyson st,3,h,1040000.0,pi,buckingham,,14.9,3087.0,3.0,2.0,1.0,903.0,131.0,1950.0,banyule,-37.7085,145.0824,northern metropolitan,2329.0,75.0,0.00331858407079646,,
watsonia,11 leafield st,4,h,1171000.0,s,buckingham,,14.9,3087.0,3.0,3.0,2.0,670.0,325.0,2010.0,banyule,-37.7122,145.0765,northern metropolitan,2329.0,15.0,0.005961251862891207,,
watsonia,1 papua st,2,h,662000.0,s,buckingham,,14.9,3087.0,2.0,1.0,2.0,605.0,114.0,1960.0,banyule,-37.7118,145.088,northern metropolitan,2329.0,65.0,0.0033003300330033004,,
watsonia,16 castlereagh pl,3,h,800000.0,s,hockingstuart,,14.9,3087.0,4.0,2.0,2.0,595.0,126.0,2000.0,banyule,-37.7023,145.0775,northern metropolitan,2329.0,25.0,0.0050335570469798654,,
watsonia,18 papua st,3,h,922000.0,s,barry,,14.9,3087.0,3.0,1.0,2.0,798.0,153.0,1960.0,banyule,-37.7112,145.0869,northern metropolitan,2329.0,65.0,0.0037546933667083854,,
watsonia,3/8 herbert st,2,t,485000.0,s,stockdale,,14.9,3087.0,2.0,1.0,1.0,184.0,126.0,1970.0,banyule,-37.7143,145.0781,northern metropolitan,2329.0,55.0,0.010810810810810811,,
watsonia,295 greenwood dr,3,h,860500.0,s,barry,,14.9,3087.0,3.0,2.0,0.0,767.0,147.0,1960.0,banyule,-37.7084,145.0788,northern metropolitan,2329.0,65.0,0.00390625,,
watsonia,4 papua st,3,h,702000.0,s,buckingham,,14.9,3087.0,3.0,1.0,1.0,604.0,97.0,1970.0,banyule,-37.7115,145.088,northern metropolitan,2329.0,55.0,0.0049586776859504135,,
watsonia,49 wattle dr,3,h,627500.0,s,barry,,14.9,3087.0,3.0,1.0,1.0,319.0,96.0,2000.0,banyule,-37.7165,145.0759,northern metropolitan,2329.0,25.0,0.009375,,
watsonia,1 elder st,3,h,632000.0,pi,darren,,14.9,3087.0,3.0,1.0,2.0,650.0,126.0,1970.0,banyule,-37.711,145.0854,northern metropolitan,2329.0,55.0,0.004608294930875576,,
watsonia,14 illoura st,3,h,601000.0,s,darren,,14.9,3087.0,3.0,1.0,1.0,653.0,126.0,1970.0,banyule,-37.7163,145.08700000000005,northern metropolitan,2329.0,55.0,0.0045871559633027525,,
watsonia,2/5 marilyn ct,3,u,549000.0,s,darren,,14.9,3087.0,3.0,1.0,1.0,0.0,89.0,1980.0,banyule,-37.7141,145.0754,northern metropolitan,2329.0,45.0,3.0,,
watsonia,1/6 wattle dr,2,u,342500.0,s,miles,,14.9,3087.0,2.0,1.0,1.0,0.0,126.0,1970.0,banyule,-37.7167,145.0807,northern metropolitan,2329.0,55.0,2.0,,
watsonia,28 papua st,2,h,701000.0,s,barry,,14.9,3087.0,4.0,1.0,2.0,762.0,98.0,1970.0,banyule,-37.7112,145.0861,northern metropolitan,2329.0,55.0,0.002621231979030144,,
watsonia,5 princes st,3,h,645000.0,s,ray,,14.9,3087.0,3.0,1.0,1.0,355.0,111.0,1966.0,banyule,-37.7065,145.0825,northern metropolitan,2329.0,59.0,0.008426966292134831,,
watsonia,36 powley pde,3,h,838000.0,s,barry,,14.9,3087.0,3.0,1.0,2.0,828.0,126.0,1970.0,banyule,-37.7161,145.0804,northern metropolitan,2329.0,55.0,0.0036188178528347406,,
west melbourne,44 anderson st,3,t,1010000.0,s,jellis,2016-03-09,1.9,3003.0,3.0,3.0,2.0,0.0,132.0,1940.0,melbourne,-37.8048,144.9424,northern metropolitan,2230.0,85.0,3.0,2016.0,3.0
west melbourne,1004/58 jeffcott st,3,u,650000.0,s,micm,2016-03-12,1.9,3003.0,3.0,2.0,1.0,0.0,126.0,1970.0,melbourne,-37.8117,144.9518,northern metropolitan,2230.0,55.0,3.0,2016.0,3.0
west melbourne,115 abbotsford st,3,h,1260000.0,s,alexkarbon,2016-04-06,1.9,3003.0,2.0,3.0,2.0,506.0,195.0,2000.0,melbourne,-37.805,144.9448,northern metropolitan,2230.0,25.0,0.005917159763313609,2016.0,4.0
west melbourne,10/18 ireland st,1,u,460000.0,pi,nelson,2016-04-06,1.9,3003.0,1.0,1.0,1.0,0.0,52.0,2000.0,melbourne,-37.8076,144.9456,northern metropolitan,2230.0,25.0,1.0,2016.0,4.0
west melbourne,96 roden st,3,h,2370000.0,s,alexkarbon,2016-04-06,1.9,3003.0,3.0,3.0,2.0,265.0,280.0,1880.0,melbourne,-37.8073,144.9481,northern metropolitan,2230.0,145.0,0.011278195488721804,2016.0,4.0
west melbourne,8/115 stanley st,2,t,800000.0,vb,nelson,2016-06-08,1.9,3003.0,2.0,2.0,2.0,54.0,89.0,2006.0,melbourne,-37.8094,144.9479,northern metropolitan,2230.0,19.0,0.03636363636363636,2016.0,6.0
west melbourne,9/24 ireland st,1,u,550000.0,s,nelson,2016-07-05,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,melbourne,-37.8076,144.9456,northern metropolitan,2230.0,95.0,1.0,2016.0,7.0
west melbourne,108/33 jeffcott st,3,u,660000.0,pi,hockingstuart,2016-07-05,1.9,3003.0,3.0,2.0,1.0,0.0,100.0,1998.0,melbourne,-37.8118,144.9526,northern metropolitan,2230.0,27.0,3.0,2016.0,7.0
west melbourne,2/212 roden st,2,t,1055000.0,s,jellis,2016-08-10,1.9,3003.0,2.0,1.0,1.0,0.0,154.0,2009.0,melbourne,-37.8094,144.9452,northern metropolitan,2230.0,16.0,2.0,2016.0,8.0
west melbourne,9/561 spencer st,3,u,995000.0,s,alexkarbon,,1.9,3003.0,3.0,1.0,1.0,0.0,153.0,1940.0,melbourne,-37.8076,144.9474,northern metropolitan,2230.0,85.0,3.0,,
west melbourne,6/40 batman st,3,t,1130000.0,pi,caine,,1.9,3003.0,3.0,2.0,2.0,116.0,126.0,2002.0,melbourne,-37.8102,144.9515,northern metropolitan,2230.0,23.0,0.02564102564102564,,
west melbourne,209/5 stawell st,1,u,443000.0,s,nelson,,1.9,3003.0,1.0,1.0,1.0,547.0,58.0,1900.0,melbourne,-37.806,144.942,northern metropolitan,2230.0,125.0,0.0018248175182481751,,
west melbourne,7/88 ireland st,3,t,1120000.0,s,jellis,,1.9,3003.0,3.0,3.0,1.0,801.0,122.0,2008.0,melbourne,-37.8067,144.9435,northern metropolitan,2230.0,17.0,0.003740648379052369,,
west melbourne,11/24 ireland st,1,u,482000.0,sp,nelson,,1.9,3003.0,1.0,1.0,1.0,0.0,62.0,1930.0,melbourne,-37.8076,144.9456,northern metropolitan,2230.0,95.0,1.0,,
west melbourne,5/467 king st,2,u,620000.0,s,jellis,,1.9,3003.0,2.0,1.0,1.0,0.0,83.0,2002.0,melbourne,-37.8091,144.952,northern metropolitan,2230.0,23.0,2.0,,
west melbourne,44 miller st,4,h,2100000.0,s,brad,,1.9,3003.0,4.0,1.0,0.0,440.0,126.0,1970.0,melbourne,-37.8056,144.9463,northern metropolitan,2230.0,55.0,0.009070294784580499,,
west melbourne,19/33 jeffcott st,3,u,601000.0,s,micm,,1.9,3003.0,2.0,1.0,1.0,0.0,81.0,1996.0,melbourne,-37.8118,144.9526,northern metropolitan,2230.0,29.0,3.0,,
williamstown,4 freyer st,4,h,1325000.0,s,hockingstuart,2016-03-09,8.0,3016.0,3.0,2.0,1.0,452.0,126.0,1970.0,hobsons bay,-37.855,144.8905,western metropolitan,6380.0,55.0,0.008830022075055188,2016.0,3.0
williamstown,46 pasco st,4,h,1400000.0,s,gunn&co,2016-03-09,8.0,3016.0,4.0,2.0,1.0,320.0,160.0,1950.0,hobsons bay,-37.8613,144.8988,western metropolitan,6380.0,75.0,0.012461059190031152,2016.0,3.0
williamstown,54 twyford st,3,h,1535000.0,s,greg,2016-03-09,8.0,3016.0,3.0,1.0,1.0,507.0,186.0,1910.0,hobsons bay,-37.8681,144.8994,western metropolitan,6380.0,115.0,0.005905511811023622,2016.0,3.0
williamstown,2/20 victoria st,3,u,890000.0,s,gunn&co,2016-03-12,8.0,3016.0,3.0,1.0,3.0,0.0,111.0,1980.0,hobsons bay,-37.8663,144.8883,western metropolitan,6380.0,45.0,3.0,2016.0,3.0
williamstown,35 chandler st,4,h,1400000.0,pi,hockingstuart,2017-04-03,8.0,3016.0,4.0,2.0,4.0,457.0,126.0,1970.0,hobsons bay,-37.8517,144.8923,western metropolitan,6380.0,55.0,0.008733624454148471,2017.0,4.0
williamstown,43b cole st,3,h,1800000.0,vb,raine,2017-04-03,8.0,3016.0,3.0,2.0,2.0,332.0,252.0,2006.0,hobsons bay,-37.8652,144.9019,western metropolitan,6380.0,19.0,0.009009009009009009,2017.0,4.0
williamstown,8 long st,2,h,1050000.0,s,sweeney,2017-04-03,8.0,3016.0,2.0,1.0,4.0,445.0,148.0,1970.0,hobsons bay,-37.8615,144.8827,western metropolitan,6380.0,55.0,0.004484304932735426,2017.0,4.0
williamstown,22 station rd,2,h,850000.0,sp,greg,2017-04-03,8.0,3016.0,2.0,1.0,1.0,278.0,126.0,1970.0,hobsons bay,-37.857,144.8906,western metropolitan,6380.0,55.0,0.007168458781362007,2017.0,4.0
williamstown,19 verdon st,4,h,2910000.0,sp,greg,2017-04-03,8.0,3016.0,4.0,3.0,0.0,338.0,196.0,1890.0,hobsons bay,-37.8633,144.8963,western metropolitan,6380.0,135.0,0.011799410029498525,2017.0,4.0
williamstown,56 verdon st,3,h,2910000.0,sp,greg,2017-04-03,8.0,3016.0,3.0,3.0,2.0,515.0,286.0,1990.0,hobsons bay,-37.8609,144.8947,western metropolitan,6380.0,35.0,0.005813953488372093,2017.0,4.0
williamstown,7 victoria st,4,h,2640000.0,s,williams,2017-04-03,8.0,3016.0,4.0,2.0,2.0,650.0,126.0,1970.0,hobsons bay,-37.8671,144.8875,western metropolitan,6380.0,55.0,0.006144393241167435,2017.0,4.0
williamstown,110 bayview st,3,h,1200000.0,s,rt,2016-04-06,8.0,3016.0,3.0,2.0,2.0,315.0,174.0,1990.0,hobsons bay,-37.8595,144.8868,western metropolitan,6380.0,35.0,0.00949367088607595,2016.0,4.0
williamstown,64 twyford st,4,h,3130000.0,s,rt,2016-04-06,8.0,3016.0,4.0,2.0,2.0,897.0,126.0,1920.0,hobsons bay,-37.8679,144.899,western metropolitan,6380.0,105.0,0.004454342984409799,2016.0,4.0
williamstown,98 osborne st,3,h,1460000.0,s,greg,2016-07-05,8.0,3016.0,3.0,1.0,2.0,373.0,107.0,1970.0,hobsons bay,-37.8661,144.8973,western metropolitan,6380.0,55.0,0.008021390374331552,2016.0,7.0
williamstown,8/99 verdon st,1,u,310000.0,sp,sweeney,2016-07-05,8.0,3016.0,1.0,1.0,1.0,0.0,58.0,1968.0,hobsons bay,-37.8588,144.8919,western metropolitan,6380.0,57.0,1.0,2016.0,7.0
williamstown,20 bates dr,3,h,1200000.0,s,williams,2016-07-11,8.0,3016.0,3.0,2.0,2.0,348.0,200.0,1997.0,hobsons bay,-37.8578,144.8799,western metropolitan,6380.0,28.0,0.008595988538681949,2016.0,7.0
williamstown,28 council la,3,h,1560000.0,sp,greg,2016-07-11,8.0,3016.0,3.0,2.0,2.0,310.0,179.0,2005.0,hobsons bay,-37.8644,144.9039,western metropolitan,6380.0,20.0,0.00964630225080386,2016.0,7.0
williamstown,19 perry st,3,h,1575000.0,s,greg,2016-07-11,8.0,3016.0,3.0,2.0,3.0,430.0,215.0,1996.0,hobsons bay,-37.8613,144.8939,western metropolitan,6380.0,29.0,0.0069605568445475635,2016.0,7.0
williamstown,13/8 the strand,2,t,830000.0,sp,greg,2016-07-11,8.0,3016.0,2.0,1.0,1.0,84.0,110.0,1980.0,hobsons bay,-37.8581,144.9015,western metropolitan,6380.0,45.0,0.023529411764705882,2016.0,7.0
williamstown,19/8 the strand,2,t,830000.0,sp,greg,2016-07-11,8.0,3016.0,2.0,1.0,0.0,56.0,126.0,1970.0,hobsons bay,-37.8581,144.9011,western metropolitan,6380.0,55.0,0.03508771929824561,2016.0,7.0
williamstown,17 station rd,4,h,1085000.0,s,greg,2016-08-10,8.0,3016.0,3.0,1.0,2.0,458.0,126.0,1970.0,hobsons bay,-37.8571,144.8915,western metropolitan,6380.0,55.0,0.008714596949891068,2016.0,8.0
williamstown,73 victoria st,4,h,1815000.0,pi,sweeney,2016-08-10,8.0,3016.0,4.0,3.0,2.0,321.0,287.0,1970.0,hobsons bay,-37.8623,144.8884,western metropolitan,6380.0,55.0,0.012422360248447204,2016.0,8.0
williamstown,17 yarra st,3,h,1470000.0,s,jas,2016-08-10,8.0,3016.0,3.0,2.0,1.0,364.0,93.0,1970.0,hobsons bay,-37.8513,144.8961,western metropolitan,6380.0,55.0,0.00821917808219178,2016.0,8.0
williamstown,33 hannan st,4,h,2230000.0,s,greg,2016-10-09,8.0,3016.0,3.0,2.0,2.0,782.0,212.0,1900.0,hobsons bay,-37.8647,144.8867,western metropolitan,6380.0,125.0,0.005108556832694764,2016.0,10.0
williamstown,22 bayview st,3,t,1460000.0,s,greg,2016-10-12,8.0,3016.0,3.0,2.0,2.0,506.0,180.0,2010.0,hobsons bay,-37.8658,144.8857,western metropolitan,6380.0,15.0,0.005917159763313609,2016.0,10.0
williamstown,164 coogee la,5,h,1410000.0,sp,sweeney,2016-10-12,8.0,3016.0,5.0,2.0,2.0,195.0,260.0,1970.0,hobsons bay,-37.8643,144.8935,western metropolitan,6380.0,55.0,0.025510204081632654,2016.0,10.0
williamstown,14 illawarra st,2,h,940000.0,s,rt,2016-10-12,8.0,3016.0,2.0,1.0,0.0,166.0,126.0,1986.0,hobsons bay,-37.8695,144.9009,western metropolitan,6380.0,39.0,0.011976047904191617,2016.0,10.0
williamstown,73 victoria st,4,h,1900000.0,sp,village,2017-11-03,8.0,3016.0,4.0,3.0,2.0,321.0,287.0,1970.0,hobsons bay,-37.8623,144.8884,western metropolitan,6380.0,55.0,0.012422360248447204,2017.0,11.0
williamstown,112 crofton dr,4,h,1330000.0,s,williams,2016-12-11,8.0,3016.0,4.0,3.0,2.0,217.0,266.0,2003.0,hobsons bay,-37.8634,144.8796,western metropolitan,6380.0,22.0,0.01834862385321101,2016.0,12.0
williamstown,5 railway pl,3,h,1010000.0,pi,sweeney,2016-12-11,8.0,3016.0,3.0,2.0,2.0,250.0,185.0,1970.0,hobsons bay,-37.8667,144.903,western metropolitan,6380.0,55.0,0.01195219123505976,2016.0,12.0
williamstown,20 proctor st,3,h,1010000.0,s,raine,,8.0,3016.0,3.0,2.0,2.0,418.0,204.0,1995.0,hobsons bay,-37.8571,144.8767,western metropolitan,6380.0,30.0,0.007159904534606206,,
williamstown,5/72 dover rd,2,u,450000.0,s,williams,,8.0,3016.0,2.0,1.0,2.0,0.0,126.0,1970.0,hobsons bay,-37.8536,144.899,western metropolitan,6380.0,55.0,2.0,,
williamstown,5/77 dover rd,2,u,513500.0,s,rt,,8.0,3016.0,2.0,1.0,1.0,0.0,72.0,1980.0,hobsons bay,-37.8536,144.8981,western metropolitan,6380.0,45.0,2.0,,
williamstown,102 john st,2,h,1000000.0,s,jas,,8.0,3016.0,2.0,1.0,0.0,240.0,126.0,1970.0,hobsons bay,-37.8544,144.8922,western metropolitan,6380.0,55.0,0.008298755186721992,,
williamstown,24/18 station rd,2,u,415000.0,s,greg,,8.0,3016.0,2.0,1.0,1.0,0.0,126.0,1970.0,hobsons bay,-37.857,144.891,western metropolitan,6380.0,55.0,2.0,,
williamstown,22 burbidge dr,3,h,906000.0,sp,compton,,8.0,3016.0,3.0,2.0,2.0,270.0,126.0,1970.0,hobsons bay,-37.8608,144.8803,western metropolitan,6380.0,55.0,0.01107011070110701,,
williamstown,71 hannan st,4,h,1805000.0,s,greg,,8.0,3016.0,3.0,2.0,2.0,466.0,160.0,1930.0,hobsons bay,-37.8621,144.8872,western metropolitan,6380.0,95.0,0.008565310492505354,,
williamstown,16 princes st,4,h,1126000.0,sp,raine&horne,,8.0,3016.0,4.0,1.0,1.0,307.0,150.0,1900.0,hobsons bay,-37.8525,144.8945,western metropolitan,6380.0,125.0,0.012987012987012988,,
williamstown,21a station rd,3,t,935000.0,sp,sweeney,,8.0,3016.0,3.0,2.0,1.0,233.0,194.0,2002.0,hobsons bay,-37.8573,144.8911,western metropolitan,6380.0,23.0,0.01282051282051282,,
williamstown,18 james st,2,h,895000.0,sa,hunter,,8.0,3016.0,2.0,2.0,1.0,193.0,126.0,1970.0,hobsons bay,-37.858,144.9005,western metropolitan,6380.0,55.0,0.010309278350515464,,
williamstown,4/54 yarra st,2,u,375000.0,sp,williams,,8.0,3016.0,2.0,1.0,1.0,0.0,49.0,1970.0,hobsons bay,-37.8504,144.8924,western metropolitan,6380.0,55.0,2.0,,
williamstown,79 aitken st,3,h,1000000.0,s,greg,,8.0,3016.0,3.0,1.0,2.0,189.0,126.0,1970.0,hobsons bay,-37.8643,144.9043,western metropolitan,6380.0,55.0,0.015789473684210527,,
williamstown,45 albert st,2,h,769000.0,s,rt,,8.0,3016.0,2.0,1.0,1.0,265.0,126.0,1970.0,hobsons bay,-37.853,144.8928,western metropolitan,6380.0,55.0,0.007518796992481203,,
williamstown,26 collins st,3,h,1270000.0,s,williams,,8.0,3016.0,3.0,1.0,2.0,470.0,126.0,1970.0,hobsons bay,-37.8587,144.8871,western metropolitan,6380.0,55.0,0.006369426751592357,,
williamstown,24 merrett dr,4,h,1172000.0,s,village,,8.0,3016.0,4.0,2.0,2.0,344.0,126.0,1970.0,hobsons bay,-37.8617,144.8799,western metropolitan,6380.0,55.0,0.011594202898550725,,
williamstown,175 douglas pde,3,h,1360000.0,s,sweeney,,8.0,3016.0,3.0,1.0,1.0,477.0,126.0,1930.0,hobsons bay,-37.8516,144.8949,western metropolitan,6380.0,95.0,0.006276150627615063,,
williamstown,104 hannan st,4,h,2050000.0,s,sweeney,,8.0,3016.0,4.0,2.0,2.0,648.0,285.0,2011.0,hobsons bay,-37.8601,144.8879,western metropolitan,6380.0,14.0,0.0061633281972265025,,
williamstown,116a hannan st,3,h,975000.0,pi,sweeney,,8.0,3016.0,3.0,2.0,2.0,289.0,158.0,1970.0,hobsons bay,-37.8593,144.8881,western metropolitan,6380.0,55.0,0.010344827586206896,,
williamstown,33 cecil st,3,h,1310000.0,s,sweeney,,8.0,3016.0,3.0,2.0,1.0,185.0,139.0,1900.0,hobsons bay,-37.8664,144.9072,western metropolitan,6380.0,125.0,0.016129032258064516,,
williamstown,105 dover rd,4,t,830000.0,sp,gunn&co,,8.0,3016.0,4.0,1.0,2.0,0.0,126.0,1970.0,hobsons bay,-37.8519,144.8968,western metropolitan,6380.0,55.0,4.0,,
williamstown,6/13 dover rd,2,u,491500.0,s,rt,,8.0,3016.0,2.0,1.0,1.0,0.0,61.0,1970.0,hobsons bay,-37.8563,144.8995,western metropolitan,6380.0,55.0,2.0,,
williamstown,2/4 lyons st,2,u,547500.0,sp,greg,,8.0,3016.0,2.0,1.0,1.0,0.0,60.0,1980.0,hobsons bay,-37.8612,144.8971,western metropolitan,6380.0,45.0,2.0,,
williamstown,5 ellery la,3,t,965000.0,s,sweeney,,8.0,3016.0,3.0,2.0,1.0,151.0,148.0,1970.0,hobsons bay,-37.8666,144.9058,western metropolitan,6380.0,55.0,0.019736842105263157,,
williamstown,26a macquarie st,3,h,1262000.0,s,williams,,8.0,3016.0,3.0,2.0,2.0,204.0,126.0,1970.0,hobsons bay,-37.8551,144.8959,western metropolitan,6380.0,55.0,0.014634146341463415,,
williamstown,77 melbourne rd,3,h,1210000.0,s,williams,,8.0,3016.0,3.0,1.0,0.0,249.0,85.0,1910.0,hobsons bay,-37.86,144.895,western metropolitan,6380.0,115.0,0.012,,
williamstown,9/99 melbourne rd,2,u,412000.0,sp,williams,,8.0,3016.0,2.0,1.0,1.0,0.0,65.0,1980.0,hobsons bay,-37.8586,144.8937,western metropolitan,6380.0,45.0,2.0,,
williamstown,81 parker st,2,h,1337500.0,sp,raine,,8.0,3016.0,2.0,1.0,0.0,297.0,126.0,1970.0,hobsons bay,-37.8645,144.8977,western metropolitan,6380.0,55.0,0.006711409395973154,,
williamstown,18a rennie st,2,h,811000.0,s,rt,,8.0,3016.0,2.0,1.0,2.0,183.0,126.0,1970.0,hobsons bay,-37.8555,144.8952,western metropolitan,6380.0,55.0,0.010869565217391304,,
williamstown,50 thompson st,4,h,1630000.0,s,greg,,8.0,3016.0,4.0,2.0,2.0,265.0,197.0,2010.0,hobsons bay,-37.8656,144.9039,western metropolitan,6380.0,15.0,0.015037593984962405,,
williamstown,24 john st,2,h,920000.0,s,jas,,8.0,3016.0,2.0,1.0,1.0,307.0,126.0,1970.0,hobsons bay,-37.855,144.8985,western metropolitan,6380.0,55.0,0.006493506493506494,,
williamstown,166 cecil st,3,h,960000.0,sp,gunn&co,,8.0,3016.0,3.0,2.0,1.0,189.0,126.0,1977.0,hobsons bay,-37.8605,144.8998,western metropolitan,6380.0,48.0,0.015789473684210527,,
williamstown,118 hannan st,3,h,1482500.0,s,sweeney,,8.0,3016.0,3.0,2.0,1.0,506.0,139.0,1910.0,hobsons bay,-37.8592,144.888,western metropolitan,6380.0,115.0,0.005917159763313609,,
williamstown,19 maclean st,4,h,1300000.0,pi,sweeney,,8.0,3016.0,4.0,2.0,2.0,369.0,250.0,1980.0,hobsons bay,-37.8576,144.8992,western metropolitan,6380.0,45.0,0.010810810810810811,,
williamstown,139 cecil st,4,h,2255000.0,s,raine,,8.0,3016.0,4.0,1.0,3.0,765.0,257.0,1880.0,hobsons bay,-37.8621,144.8999,western metropolitan,6380.0,145.0,0.005221932114882507,,
williamstown,233 nelson pl,4,h,1860000.0,s,sweeney,,8.0,3016.0,4.0,2.0,0.0,199.0,242.0,1970.0,hobsons bay,-37.8615,144.9023,western metropolitan,6380.0,55.0,0.02,,
williamstown,68 osborne st,3,h,1710000.0,sp,rt,,8.0,3016.0,3.0,2.0,1.0,260.0,170.0,2016.0,hobsons bay,-37.8671,144.9001,western metropolitan,6380.0,9.0,0.011494252873563218,,
williamstown,11 sandpiper pl,4,h,2440000.0,s,sweeney,,8.0,3016.0,4.0,3.0,3.0,500.0,278.0,2005.0,hobsons bay,-37.8638,144.8798,western metropolitan,6380.0,20.0,0.007984031936127744,,
williamstown,2/125 ferguson st,1,u,331000.0,s,williams,,8.0,3016.0,1.0,1.0,1.0,0.0,126.0,1970.0,hobsons bay,-37.8586,144.8933,western metropolitan,6380.0,55.0,1.0,,
williamstown north,4/4 florence st,2,t,500000.0,vb,village,2016-03-09,8.9,3016.0,2.0,1.0,1.0,53.0,126.0,1970.0,hobsons bay,-37.8563,144.8782,western metropolitan,802.0,55.0,0.037037037037037035,2016.0,3.0
williamstown north,4/29 champion rd,2,u,400000.0,sp,compton,2016-08-10,8.9,3016.0,2.0,1.0,1.0,0.0,126.0,1970.0,hobsons bay,-37.8564,144.8864,western metropolitan,802.0,55.0,2.0,2016.0,8.0
williamstown north,37 champion rd,5,h,1410000.0,sp,sweeney,2016-08-10,8.9,3016.0,5.0,2.0,5.0,680.0,126.0,1970.0,hobsons bay,-37.8561,144.8859,western metropolitan,802.0,55.0,0.007342143906020558,2016.0,8.0
williamstown north,10/68 kororoit creek rd,1,u,285000.0,s,williams,2016-10-09,8.9,3016.0,1.0,1.0,1.0,0.0,126.0,1970.0,hobsons bay,-37.8571,144.8841,western metropolitan,802.0,55.0,1.0,2016.0,10.0
williamstown north,8/46 kororoit creek rd,2,u,460000.0,sp,williams,2017-11-03,8.9,3016.0,2.0,1.0,1.0,0.0,126.0,1979.0,hobsons bay,-37.8573,144.8854,western metropolitan,802.0,46.0,2.0,2017.0,11.0
williamstown north,3 myrtle st,4,h,881000.0,sp,sweeney,,8.9,3016.0,4.0,1.0,3.0,468.0,139.0,1970.0,hobsons bay,-37.8559,144.8785,western metropolitan,802.0,55.0,0.008528784648187633,,
williamstown north,12/29 champion rd,2,u,380000.0,pi,greg,,8.9,3016.0,2.0,1.0,1.0,0.0,64.0,1960.0,hobsons bay,-37.8564,144.8864,western metropolitan,802.0,65.0,2.0,,
williamstown north,26 walter st,4,h,1440000.0,sp,williams,,8.9,3016.0,4.0,3.0,4.0,672.0,297.0,1970.0,hobsons bay,-37.8536,144.8734,western metropolitan,802.0,55.0,0.005943536404160475,,
williamstown north,13/68 kororoit creek rd,2,u,367500.0,s,sweeney,,8.9,3016.0,2.0,1.0,1.0,0.0,61.0,1970.0,hobsons bay,-37.8571,144.8841,western metropolitan,802.0,55.0,2.0,,
williamstown north,18 inglis st,3,h,1225000.0,sp,raine,,8.9,3016.0,3.0,1.0,1.0,311.0,126.0,1920.0,hobsons bay,-37.8546,144.8762,western metropolitan,802.0,105.0,0.009615384615384616,,
windsor,207/152 peel st,2,u,580000.0,vb,jellis,2016-03-09,5.1,3181.0,2.0,2.0,1.0,0.0,78.0,2012.0,port phillip,-37.8558,144.9903,southern metropolitan,4380.0,13.0,2.0,2016.0,3.0
